home_block,work_block,job_count,home_lat,home_lng,work_lat,work_lng
060371973003001,060372074001016,1,34.081121,-118.2511523,34.0533653,-118.2466343
060371975002003,060372074001016,2,34.0709439,-118.256406,34.0533653,-118.2466343
060372032002002,060372074001016,2,34.0528085,-118.1941765,34.0533653,-118.2466343
060372032002004,060372074001016,2,34.0524538,-118.1932524,34.0533653,-118.2466343
060372035002033,060372074001016,5,34.0536165,-118.2189375,34.0533653,-118.2466343
060372043003000,060372074001016,1,34.0426668,-118.2096826,34.0533653,-118.2466343
060372048101004,060372074001016,3,34.0301004,-118.2014599,34.0533653,-118.2466343
060372048103004,060372074001016,4,34.0275802,-118.2054548,34.0533653,-118.2466343
060372048201002,060372074001016,4,34.0250492,-118.2102835,34.0533653,-118.2466343
060372048201005,060372074001016,1,34.0236817,-118.2072418,34.0533653,-118.2466343
060372060101014,060372074001016,4,34.0700561,-118.2352747,34.0533653,-118.2466343
060372083021003,060372074001016,1,34.0655324,-118.2640158,34.0533653,-118.2466343
060372083022007,060372074001016,1,34.0662057,-118.2623882,34.0533653,-118.2466343
060372083023003,060372074001016,2,34.0602172,-118.2611454,34.0533653,-118.2466343
060372083023004,060372074001016,1,34.0606,-118.2623464,34.0533653,-118.2466343
060372083023009,060372074001016,1,34.0588821,-118.2623863,34.0533653,-118.2466343
060372088011001,060372074001016,2,34.0616004,-118.2755882,34.0533653,-118.2466343
060372091041000,060372074001016,5,34.0586193,-118.2657182,34.0533653,-118.2466343
060372098201003,060372074001016,1,34.0478749,-118.2765061,34.0533653,-118.2466343
060372211202002,060372074001016,1,34.0423463,-118.2871744,34.0533653,-118.2466343
060372281003001,060372074001016,4,34.0110811,-118.2470519,34.0533653,-118.2466343
060371972003001,060372074001016,7,34.093197,-118.2367011,34.0533653,-118.2466343
060372037102007,060372074001016,1,34.0481924,-118.2007786,34.0533653,-118.2466343
060372217101004,060372074001016,1,34.034786,-118.2902688,34.0533653,-118.2466343
060371955002003,060372074001016,4,34.0901262,-118.2603286,34.0533653,-118.2466343
060371872001007,060372074001016,4,34.0987153,-118.2458528,34.0533653,-118.2466343
060371872001009,060372074001016,1,34.0974535,-118.2440051,34.0533653,-118.2466343
060372085021001,060372074001016,1,34.0665031,-118.2766926,34.0533653,-118.2466343
060371873002007,060372074001016,2,34.0967092,-118.2581845,34.0533653,-118.2466343
060371954004006,060372074001016,1,34.0887779,-118.2735309,34.0533653,-118.2466343
060371873002004,060372074001016,2,34.0993351,-118.2558235,34.0533653,-118.2466343
060371974202005,060372074001016,2,34.0812585,-118.2575042,34.0533653,-118.2466343
060371991201004,060372074001016,11,34.0694175,-118.2037265,34.0533653,-118.2466343
060372088022002,060372074001016,2,34.0610663,-118.2804829,34.0533653,-118.2466343
060372089042001,060372074001016,1,34.0603168,-118.2703809,34.0533653,-118.2466343
060372270201005,060372074001016,1,34.0158469,-118.2522754,34.0533653,-118.2466343
060371959032001,060372074001016,4,34.0809856,-118.2806495,34.0533653,-118.2466343
060371972002000,060372074001016,1,34.0897309,-118.230705,34.0533653,-118.2466343
060372087101001,060372074001016,6,34.0653626,-118.28227,34.0533653,-118.2466343
060372094031002,060372074001016,1,34.0537077,-118.2732661,34.0533653,-118.2466343
060372281001014,060372074001016,1,34.0084806,-118.2412688,34.0533653,-118.2466343
060371959032002,060372074001016,1,34.0807975,-118.2820986,34.0533653,-118.2466343
060371959031004,060372074001016,2,34.0792004,-118.2842214,34.0533653,-118.2466343
060371956004004,060372074001016,1,34.082011,-118.2710472,34.0533653,-118.2466343
060371958022005,060372074001016,1,34.0736372,-118.2744451,34.0533653,-118.2466343
060371958031001,060372074001016,1,34.0849757,-118.2761988,34.0533653,-118.2466343
060372084022009,060372074001016,1,34.0662467,-118.2655606,34.0533653,-118.2466343
060372095102001,060372074001016,4,34.053839,-118.2832485,34.0533653,-118.2466343
060372122032000,060372074001016,3,34.059239,-118.2903593,34.0533653,-118.2466343
060372122032001,060372074001016,3,34.0582131,-118.2903429,34.0533653,-118.2466343
060372211202000,060372074001016,1,34.0428956,-118.2847253,34.0533653,-118.2466343
060371927002006,060372074001016,1,34.077036,-118.2873824,34.0533653,-118.2466343
060371955001009,060372074001016,1,34.0875658,-118.268249,34.0533653,-118.2466343
060372083021007,060372074001016,1,34.0638965,-118.2608464,34.0533653,-118.2466343
060372119222000,060372074001016,1,34.0663854,-118.2947749,34.0533653,-118.2466343
060372244102004,060372074001016,1,34.0366204,-118.2790037,34.0533653,-118.2466343
060371992022009,060372074001016,2,34.075338,-118.2071438,34.0533653,-118.2466343
060372085011003,060372074001016,3,34.0681963,-118.2699887,34.0533653,-118.2466343
060371954001006,060372074001016,2,34.0930269,-118.2690083,34.0533653,-118.2466343
060371954004005,060372074001016,1,34.0851613,-118.2735258,34.0533653,-118.2466343
060372094021001,060372074001016,2,34.0538713,-118.2777233,34.0533653,-118.2466343
060372242001002,060372074001016,1,34.0413843,-118.2740791,34.0533653,-118.2466343
060371954001002,060372074001016,2,34.0942682,-118.2689998,34.0533653,-118.2466343
060371959021003,060372074001016,2,34.0877559,-118.2765497,34.0533653,-118.2466343
060371977003007,060372074001016,9,34.0672832,-118.2446262,34.0533653,-118.2466343
060371999002000,060372074001016,1,34.0669463,-118.2057386,34.0533653,-118.2466343
060372044202007,060372074001016,1,34.042437,-118.214563,34.0533653,-118.2466343
060372071032007,060372074001016,6,34.0641667,-118.2421452,34.0533653,-118.2466343
060372091041002,060372074001016,1,34.0602867,-118.2678868,34.0533653,-118.2466343
060371955001007,060372074001016,1,34.0880969,-118.2695939,34.0533653,-118.2466343
060371973001003,060372074001016,2,34.0878505,-118.2484712,34.0533653,-118.2466343
060371974201000,060372074001016,9,34.0854576,-118.2573018,34.0533653,-118.2466343
060371976002002,060372074001016,3,34.0698652,-118.2525935,34.0533653,-118.2466343
060372075021003,060372074001016,6,34.0498444,-118.2516371,34.0533653,-118.2466343
060372083023002,060372074001016,2,34.0614078,-118.2605301,34.0533653,-118.2466343
060371957102002,060372074001016,1,34.0750802,-118.2694795,34.0533653,-118.2466343
060371973001008,060372074001016,1,34.082829,-118.2504089,34.0533653,-118.2466343
060371974202003,060372074001016,3,34.0830291,-118.2556962,34.0533653,-118.2466343
060372086203001,060372074001016,1,34.0691694,-118.277545,34.0533653,-118.2466343
060372119211001,060372074001016,3,34.0682052,-118.2935409,34.0533653,-118.2466343
060371976002001,060372074001016,3,34.0708205,-118.251422,34.0533653,-118.2466343
060371954002010,060372074001016,2,34.0906844,-118.2756701,34.0533653,-118.2466343
060372085012001,060372074001016,1,34.0708221,-118.2729597,34.0533653,-118.2466343
060372134011001,060372074001016,2,34.053714,-118.2859809,34.0533653,-118.2466343
060371955003009,060372074001016,1,34.0841565,-118.2652178,34.0533653,-118.2466343
060371955003011,060372074001016,1,34.0828657,-118.2609857,34.0533653,-118.2466343
060371958031008,060372074001016,1,34.0793681,-118.2791195,34.0533653,-118.2466343
060371955002007,060372074001016,1,34.086359,-118.2638744,34.0533653,-118.2466343
060371957102005,060372074001016,2,34.0736336,-118.2670403,34.0533653,-118.2466343
060372071011001,060372074001016,2,34.0630508,-118.2438738,34.0533653,-118.2466343
060372242001000,060372074001016,1,34.0423341,-118.2763898,34.0533653,-118.2466343
060372134023000,060372074001016,3,34.0499522,-118.2879925,34.0533653,-118.2466343
060371956001003,060372074001016,1,34.0804777,-118.2637044,34.0533653,-118.2466343
060371957101002,060372074001016,2,34.0779656,-118.2674514,34.0533653,-118.2466343
060371958022002,060372074001016,1,34.0743386,-118.2765167,34.0533653,-118.2466343
060371973001004,060372074001016,1,34.0874474,-118.2473085,34.0533653,-118.2466343
060372041202006,060372074001016,1,34.0326937,-118.1984455,34.0533653,-118.2466343
060372060101019,060372074001016,1,34.0687168,-118.2279166,34.0533653,-118.2466343
060371852021002,060372074001016,5,34.0934849,-118.2164015,34.0533653,-118.2466343
060371954004000,060372074001016,1,34.0921031,-118.2680033,34.0533653,-118.2466343
060371955001002,060372074001016,1,34.0915384,-118.2669009,34.0533653,-118.2466343
060371955001013,060372074001016,1,34.0844344,-118.2725202,34.0533653,-118.2466343
060371955001014,060372074001016,2,34.0842403,-118.2709654,34.0533653,-118.2466343
060371955004005,060372074001016,1,34.0937693,-118.2615543,34.0533653,-118.2466343
060371958021013,060372074001016,2,34.0757355,-118.2802802,34.0533653,-118.2466343
060371997001018,060372074001016,1,34.0646862,-118.2161847,34.0533653,-118.2466343
060372043002004,060372074001016,2,34.0388035,-118.2122026,34.0533653,-118.2466343
060372051201007,060372074001016,1,34.0201241,-118.2071598,34.0533653,-118.2466343
060372086202001,060372074001016,7,34.0689753,-118.28032,34.0533653,-118.2466343
060372123062000,060372074001016,2,34.0568301,-118.2947601,34.0533653,-118.2466343
060372264101007,060372074001016,1,34.0224961,-118.2646093,34.0533653,-118.2466343
060371873002011,060372074001016,2,34.0943871,-118.2554446,34.0533653,-118.2466343
060371955002006,060372074001016,1,34.0861038,-118.2633013,34.0533653,-118.2466343
060371955004000,060372074001016,2,34.0957592,-118.260459,34.0533653,-118.2466343
060371955004006,060372074001016,2,34.0912232,-118.2607799,34.0533653,-118.2466343
060371958041005,060372074001016,1,34.0760782,-118.2717188,34.0533653,-118.2466343
060371955001000,060372074001016,2,34.0905984,-118.26598,34.0533653,-118.2466343
060372051202000,060372074001016,2,34.0224796,-118.213394,34.0533653,-118.2466343
060372032001007,060372074001016,5,34.0494875,-118.1926832,34.0533653,-118.2466343
060372086102004,060372074001016,6,34.0708576,-118.2822218,34.0533653,-118.2466343
060371955003002,060372074001016,1,34.0844559,-118.2684972,34.0533653,-118.2466343
060371975003004,060372074001016,2,34.0697138,-118.2562218,34.0533653,-118.2466343
060372270201000,060372074001016,1,34.0187316,-118.2534499,34.0533653,-118.2466343
060371977001002,060372074001016,1,34.0703956,-118.2474438,34.0533653,-118.2466343
060372113201000,060372074001016,1,34.0708913,-118.2923,34.0533653,-118.2466343
060372122021002,060372074001016,2,34.0561372,-118.2876505,34.0533653,-118.2466343
060372123061002,060372074001016,1,34.055224,-118.2935005,34.0533653,-118.2466343
060371958042005,060372074001016,1,34.0777384,-118.2733103,34.0533653,-118.2466343
060371974102011,060372074001016,1,34.0934015,-118.253508,34.0533653,-118.2466343
060372048202004,060372074001016,3,34.0229743,-118.2024146,34.0533653,-118.2466343
060372089021000,060372074001016,1,34.057945,-118.2736133,34.0533653,-118.2466343
060372211102001,060372074001016,1,34.0457296,-118.2858565,34.0533653,-118.2466343
060371957102004,060372074001016,1,34.0742761,-118.2684388,34.0533653,-118.2466343
060371957201002,060372074001016,3,34.0769475,-118.263032,34.0533653,-118.2466343
060371959022002,060372074001016,4,34.086174,-118.2804298,34.0533653,-118.2466343
060371974201008,060372074001016,1,34.0818432,-118.2582048,34.0533653,-118.2466343
060372031002009,060372074001016,2,34.0565922,-118.1993648,34.0533653,-118.2466343
060372085023002,060372074001016,3,34.0660043,-118.2729402,34.0533653,-118.2466343
060372088022004,060372074001016,2,34.0591204,-118.2805294,34.0533653,-118.2466343
060372100101003,060372074001016,2,34.0479016,-118.2718953,34.0533653,-118.2466343
060372211102002,060372074001016,3,34.0467621,-118.2874699,34.0533653,-118.2466343
060372243201006,060372074001016,2,34.0424817,-118.2789328,34.0533653,-118.2466343
060371957201003,060372074001016,1,34.0755894,-118.2637432,34.0533653,-118.2466343
060371974102004,060372074001016,4,34.0916565,-118.2527357,34.0533653,-118.2466343
060371975001004,060372074001016,3,34.0746065,-118.2572247,34.0533653,-118.2466343
060372043002003,060372074001016,1,34.0396183,-118.208391,34.0533653,-118.2466343
060372060201006,060372074001016,1,34.0614885,-118.2341185,34.0533653,-118.2466343
060372086102001,060372074001016,3,34.0715717,-118.2841662,34.0533653,-118.2466343
060372086201004,060372074001016,2,34.0713575,-118.277848,34.0533653,-118.2466343
060371958042003,060372074001016,2,34.0808477,-118.2724466,34.0533653,-118.2466343
060372048202008,060372074001016,2,34.0214259,-118.2033637,34.0533653,-118.2466343
060371977001009,060372074001016,3,34.0684883,-118.2478599,34.0533653,-118.2466343
060372283103005,060372074001016,1,34.0119677,-118.266867,34.0533653,-118.2466343
060371956003003,060372074001016,1,34.0809507,-118.2647897,34.0533653,-118.2466343
060371956004001,060372074001016,2,34.0835599,-118.2668219,34.0533653,-118.2466343
060371956004003,060372074001016,1,34.0812399,-118.2688953,34.0533653,-118.2466343
060371957103001,060372074001016,1,34.0740247,-118.2703406,34.0533653,-118.2466343
060371958042002,060372074001016,1,34.0809924,-118.2738203,34.0533653,-118.2466343
060371974202010,060372074001016,1,34.0800591,-118.2585045,34.0533653,-118.2466343
060371975001001,060372074001016,2,34.0764848,-118.2594612,34.0533653,-118.2466343
060371975001002,060372074001016,3,34.0760517,-118.258445,34.0533653,-118.2466343
060372060101017,060372074001016,2,34.0694936,-118.2331745,34.0533653,-118.2466343
060372119211002,060372074001016,4,34.0663902,-118.2935346,34.0533653,-118.2466343
060372246001002,060372074001016,1,34.0214172,-118.2687849,34.0533653,-118.2466343
060371956002002,060372074001016,1,34.0796826,-118.2653993,34.0533653,-118.2466343
060371956002003,060372074001016,3,34.0796774,-118.2670297,34.0533653,-118.2466343
060371957101006,060372074001016,1,34.0769254,-118.2692009,34.0533653,-118.2466343
060371977002007,060372074001016,1,34.0651593,-118.2474186,34.0533653,-118.2466343
060372084022006,060372074001016,3,34.0667203,-118.2666331,34.0533653,-118.2466343
060372089032000,060372074001016,2,34.0618496,-118.2725965,34.0533653,-118.2466343
060371957101005,060372074001016,1,34.0765171,-118.2682772,34.0533653,-118.2466343
060371958021004,060372074001016,1,34.0765224,-118.2771169,34.0533653,-118.2466343
060371974101013,060372074001016,2,34.090922,-118.248827,34.0533653,-118.2466343
